Kanzlei,Jobtitel,Location,Link,Erstes_Funddatum,Zuletzt_Gesehen,Email
Kanzlei Königstraße Köster & Kollegen,Referendar,Stuttgart,https://www.kanzlei-koenigstrasse.de/karriere/referendariat,2026-04-05,2026-04-05,
Kanzlei Königstraße Köster & Kollegen,Praktikant,Stuttgart,https://www.kanzlei-koenigstrasse.de/karriere/praktikum,2026-04-05,2026-04-05,
Anwaltskanzlei SHP,Rechtsanwalt (m/w/d) f,,,,,
"ür Arbeitsrecht,Stuttgart,https://www.shp-anwaltskanzlei.de/karriere.html,2026-04-05,info@shp-anwaltskanzlei.de",,,,,,
Anwaltskanzlei SHP,Referendare (m/w/d),Stuttgart,https://www.shp-anwaltskanzlei.de/karriere.html,2026-04-05,2026-04-19,info@shp-anwaltskanzlei.de
Reubel Grubwinkler Rechtsanwälte,"Stellenangebot als Rechtsanwalt, Strafverteidiger (m/w/d)",München,https://www.rgra.de/karriere/,2026-04-05,2026-04-19,mail@rgra.de
Reubel Grubwinkler Rechtsanwälte,"Stellenangebot als Rechtsanwalt, Strafverteidiger (m/w/d)",Stuttgart,https://www.rgra.de/karriere/,2026-04-05,2026-04-19,mail@rgra.de
Reubel Grubwinkler Rechtsanwälte,"Stellenangebot als Rechtsanwalt, Strafverteidiger (m/w/d)",Frankfurt,https://www.rgra.de/karriere/,2026-04-05,2026-04-19,mail@rgra.de
Reubel Grubwinkler Rechtsanwälte,"Stellenangebot als Rechtsanwalt, Strafverteidiger (m/w/d)",Freilassing,https://www.rgra.de/karriere/,2026-04-05,2026-04-19,mail@rgra.de
Reubel Grubwinkler Rechtsanwälte,"Stellenangebot als Rechtsanwalt, Strafverteidiger (m/w/d)",Eggenfelden,https://www.rgra.de/karriere/,2026-04-05,2026-04-19,mail@rgra.de
Reubel Grubwinkler Rechtsanwälte,"Stellenangebot als Rechtsanwalt, Strafverteidiger (m/w/d)",Bad Kötzting,https://www.rgra.de/karriere/,2026-04-05,2026-04-19,mail@rgra.de
DORNKAMP Rechtsanwälte PartGmbB,Wissenschaftliche/r Mitarbeiter/in,Stuttgart,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-19,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Wissenschaftliche/r Mitarbeiter/in,Heidelberg,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-19,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Wissenschaftliche/r Mitarbeiter/in,Berlin,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-19,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Rechtsanwalt/Rechtsanwältin,Stuttgart,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-05,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Rechtsanwalt/Rechtsanwältin,Heidelberg,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-05,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Rechtsanwalt/Rechtsanwältin,Berlin,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-05,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Counsel,Stuttgart,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-05,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Counsel,Heidelberg,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-05,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Counsel,Berlin,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-05,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Partner/Partnerin,Stuttgart,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-05,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Partner/Partnerin,Heidelberg,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-05,bewerbung@dornkamp.de
DORNKAMP Rechtsanwälte PartGmbB,Partner/Partnerin,Berlin,https://www.dornkamp.com/karriere/,2026-04-05,2026-04-05,bewerbung@dornkamp.de
Werwigk Henne Partnerschaft mbB,Initiativbewerbung Rechtsanwalt (m/w/d),Stuttgart,https://www.werwigkhenne.de,2026-04-05,2026-04-05,bewerbung@werwigkhenne.de
Rechtsanwälte Dres. Ulmschneider & Partner,"Auszubildende(n) zum/zur Rechtsanwaltsfachangestellten, ab sofort",Stuttgart,https://stuttgart-anwalt.com/karriere/,2026-04-05,2026-04-19,bewerbung@stuttgart-anwalt.com
Esper Ihrig & Partner,Praktikant/in (studienbegleitendes Praktikum),Stuttgart,https://www.eip-run.de/de/7/Karriere.html,2026-04-05,2026-04-05,bewerbung@eip-run.de
Esper Ihrig & Partner,Referendar/in (Anwalts- oder Wahlstation),Stuttgart,https://www.eip-run.de/de/7/Karriere.html,2026-04-05,2026-04-05,bewerbung@eip-run.de
Esper Ihrig & Partner,Rechtsanwalt/Rechtsanwältin (Initiativbewerbung),Stuttgart,https://www.eip-run.de/de/7/Karriere.html,2026-04-05,2026-04-05,bewerbung@eip-run.de
Falkenstein Lawyers PartmbB,Rechtsanwalt (m/w/d) Zivilrecht (allgemein),Stuttgart,https://www.falkenstein-partner.de/karriere/,2026-04-05,2026-04-05,info@falkenstein-partner.de
Falkenstein Lawyers PartmbB,Rechtsanwalt (m/w/d) privates Bau- und Architektenrecht,Stuttgart,https://www.falkenstein-partner.de/karriere/,2026-04-05,2026-04-05,info@falkenstein-partner.de
Falkenstein Lawyers PartmbB,Referendar (m/w/d),Stuttgart,https://www.falkenstein-partner.de/karriere/,2026-04-05,2026-04-05,info@falkenstein-partner.de
NAEGELE Rechtsanwälte PartGmbB,Initiativbewerbung,Stuttgart,https://naegele-arbeitsrecht.eu/karriere-2/,2026-04-05,2026-04-05,kanzlei@naegele-arbeitsrecht.eu
Kuhn Carl Norden Baum Rechtsanwälte PartG mbB,Rechtsanwalt/Rechtsanwältin,,,,,
"— m/w/d,Stuttgart,https://www.kcnb.de/karriere.html#1,2026-04-05,michael.rudnau@kcnb.de",,,,,,
Kuhn Carl Norden Baum Rechtsanwälte PartG mbB,Referendar/Referendarin,,,,,
"— m/w/d,Stuttgart,https://www.kcnb.de/karriere.html#2,2026-04-05,michael.rudnau@kcnb.de",,,,,,
Kuhn Carl Norden Baum Rechtsanwälte PartG mbB,Assistenz,,,,,
"— m/w/d,Stuttgart,https://www.kcnb.de/karriere.html#3,2026-04-05,michael.rudnau@kcnb.de",,,,,,
Reith Neumahr lawyers and notaries,Rechtsanwältinnen / Rechtsanwälte,Zentrale/Unbekannt,http://www.rlg-law.de/de/karriere#ak3,2026-04-05,2026-04-05,stg@rlg-law.de
Reith Neumahr lawyers and notaries,Wirtschaftsjuristinnen und -juristen,Zentrale/Unbekannt,http://www.rlg-law.de/de/karriere#ak3,2026-04-05,2026-04-05,stg@rlg-law.de
Reith Neumahr lawyers and notaries,Württembergische Notariatsassessorinnen und -assessoren,Zentrale/Unbekannt,http://www.rlg-law.de/de/karriere#ak3,2026-04-05,2026-04-05,stg@rlg-law.de
Reith Neumahr lawyers and notaries,Studentinnen und Studenten,Zentrale/Unbekannt,http://www.rlg-law.de/de/karriere#ak2,2026-04-05,2026-04-12,stg@rlg-law.de
Corak und Fink Rechtsanwälte,Wissenschaftlicher Mitarbeiter (m/w/d),Stuttgart,http://www.corak-fink.de/karriere,2026-04-05,2026-04-05,kanzlei@corak-fink.de
Corak und Fink Rechtsanwälte,Praktikant (w/m/d),Stuttgart,http://www.corak-fink.de/karriere,2026-04-05,2026-04-05,kanzlei@corak-fink.de
Brennecke & Partner Rechtsanwälte Stuttgart,Freie Mitarbeiter / Freie Mitarbeiterinnen,Ortsungebunden,https://www.brennecke-rechtsanwaelte.de/Freie-Mitarbeiter-Freie-Mitarbeiterinnen_70790,2026-04-05,2026-04-19,kontakt@fasp.de
Brennecke & Partner Rechtsanwälte Stuttgart,Autoren gesucht,Ortsungebunden,https://www.brennecke-rechtsanwaelte.de/Autoren-gesucht_134965,2026-04-05,2026-04-19,kontakt@fasp.de
Brennecke & Partner Rechtsanwälte Stuttgart,"Stellenangebot: wissenschaftlicher Mitarbeiter / wissenschaftliche Mitarbeiterin, ortsungebunden (Teilzeit)",Ortsungebunden,https://www.brennecke-rechtsanwaelte.de/Stellenangebot-wissenschaftlicher-Mitarbeiter-wissenschaftliche-Mitarbeiterin-ortsungebunden-Teilzeit_194012,2026-04-05,2026-04-19,kontakt@fasp.de
Görtz Legal Rechtsanwaltsgesellschaft mbH,Anwältin / Anwalt (w/m/d) in Festanstellung im Wirtschaftsrecht,Stuttgart,https://www.goertz-legal.de/anwaeltin-anwalt-w-m-d-in-festanstellung-im-wirtschaftsrecht/,2026-04-05,2026-04-19,ra@goertz-legal.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im Gesellschaftsrecht / M&A,Stuttgart-Kallenberg,https://kallenberg.bskp.de/karriere/rechtsanwalt-gesellschaftsrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im Gesellschaftsrecht / M&A,Heilbronn,https://kallenberg.bskp.de/karriere/rechtsanwalt-gesellschaftsrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im Gesellschaftsrecht / M&A,Ludwigsburg,https://kallenberg.bskp.de/karriere/rechtsanwalt-gesellschaftsrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im Gesellschaftsrecht / M&A,Marbach am Neckar,https://kallenberg.bskp.de/karriere/rechtsanwalt-gesellschaftsrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im Arbeitsrecht,Stuttgart-Kallenberg,https://kallenberg.bskp.de/karriere/rechtsanwalt-arbeitsrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im Arbeitsrecht,Heilbronn,https://kallenberg.bskp.de/karriere/rechtsanwalt-arbeitsrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im Arbeitsrecht,Ludwigsburg,https://kallenberg.bskp.de/karriere/rechtsanwalt-arbeitsrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im Arbeitsrecht,Marbach am Neckar,https://kallenberg.bskp.de/karriere/rechtsanwalt-arbeitsrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im allgemeinen Zivilrecht &amp; weitere(s) Rechtsgebiet(e),Stuttgart-Kallenberg,https://kallenberg.bskp.de/karriere/rechtsanwalt-zivilrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im allgemeinen Zivilrecht &amp; weitere(s) Rechtsgebiet(e),Heilbronn,https://kallenberg.bskp.de/karriere/rechtsanwalt-zivilrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im allgemeinen Zivilrecht &amp; weitere(s) Rechtsgebiet(e),Ludwigsburg,https://kallenberg.bskp.de/karriere/rechtsanwalt-zivilrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
Reichert and partners MBB lawyers and tax consultants,Rechtsanwalt * Rechtsanw&auml;ltin im allgemeinen Zivilrecht &amp; weitere(s) Rechtsgebiet(e),Marbach am Neckar,https://kallenberg.bskp.de/karriere/rechtsanwalt-zivilrecht/,2026-04-05,2026-04-05,recht-bw@bskp.de
medavo GmbH Rechtsanwaltsgesellschaft,Initiativbewerbung,Stuttgart,http://www.medavo.de/karriere?view=article&id=51:initiativbewerbung&catid=12#section-bewerbung,2026-04-05,2026-04-19,
medavo GmbH Rechtsanwaltsgesellschaft,Initiativbewerbung,Glinde,http://www.medavo.de/karriere?view=article&id=51:initiativbewerbung&catid=12#section-bewerbung,2026-04-05,2026-04-05,
TOP ADAC Anwalt Martin Ellinger ᐅ Rechtsanwalt und Fachanwalt für Verkehrsrecht,Fachanwalt Verkehrsrecht,Zentrale/Unbekannt,,2026-04-05,2026-04-19,
Dr. Hörl Rechtsanwälte,Rechtsanwalt/Rechtsanwältin (m/w/d) für Verkehrsrecht und IT-Recht,Zentrale/Unbekannt,https://rae-hoerl.de/karriere/,2026-04-05,2026-04-05,henner.hoerl@rae-hoerl.de
Dr. Hörl Rechtsanwälte,Rechtsanwalt/Rechtsanwältin (m/w/d) für Verkehrsrecht und Arbeitsrecht,Zentrale/Unbekannt,https://rae-hoerl.de/karriere/,2026-04-05,2026-04-05,henner.hoerl@rae-hoerl.de
"Hennerkes, Kirchdörfer & Lorz",Partnerassistent/in (m/w/d),Stuttgart,https://www.hennerkes.de/karriere/,2026-04-05,2026-04-05,
Anwaltskanzlei Volkwein,Rechtsreferendariat (Anwalts- und/oder Wahlstation),Stuttgart,http://www.volkwein-recht.de/stellenangebote/,2026-04-05,2026-04-12,karriere@volkwein-recht.de
Rechtsanwälte Diesel | Schmitt | Ammer und Partner mbB,Rechtsanwalt / Juristischer Mitarbeiter,Trier,http://www.ra-diesel.de/karriere,2026-04-05,2026-04-05,info@ra-diesel.de
Attorney Dr. Heinz Schmid,Auszubildende/r zur Rechtsanwaltsfachangestellte/n,Ulm,https://schmid-rechtsanwalt-ulm.de/rechtsanwalt-ulm-arbeitsrecht-kfz-und-baumaschinenrecht/wir-bilden-aus/,2026-04-05,2026-04-05,ra@drschmidulm.de
IT-Kanzlei Twelmeier,Ausbildungsplatz für Rechtsanwaltsfachangestellte / ReFa,Ulm,https://kanzlei-it.com/ausbildungsplatz-rechtsanwaltsfachangestellte/,2026-04-05,2026-04-19,info@kanzlei-it.com
Rechtsanwaltskanzlei Cäsar-Preller,Jahrespraktikant/in,Wiesbaden,https://www.caesar-preller.de/jobs/#jobs,2026-04-05,2026-04-19,kanzlei@caesar-preller.de
Ritter und Spreter | Rechtsanwälte & Notar,Verstärkung für die Bereiche Rechtsanwaltsfachangestellte (REFA) und Notarfachangestellte (NOFA),Wiesbaden,https://www.krs-recht.de/#team,2026-04-05,2026-04-05,info@krs-recht.de
klein sarris saraf partnerschaft mbb,Initiativbewerbung Studentinnen und Studenten (m/w/d),Wiesbaden,https://www.rechtsanwalt-notar-wiesbaden.de/karriere/,2026-04-05,2026-04-05,info@ranowi.de
MUNTE Rechtsanwälte · Notare,Auszubildende (m/w) Rechtsanwalts- und Notarfachangestellte,Wolfsburg,https://munte.de/die-kanzlei/karriere/,2026-04-05,2026-04-19,b.munte@munte.de
GKS Rechtsanwälte,Rechtsanwalt (m/w/d),Wuppertal,https://gks-rechtsanwaelte.de/karriere/rechtsanwalt-m-w-d-wuppertal/,2026-04-05,2026-04-19,jaeger@gks-rechtsanwaelte.de
GKS Rechtsanwälte,Rechtsanwalt (m/w/d),Radevormwald,https://gks-rechtsanwaelte.de/karriere/rechtsanwalt-m-w-d-radevormwald/,2026-04-05,2026-04-19,jaeger@gks-rechtsanwaelte.de
GKS Rechtsanwälte,Rechtsanwaltsfachangestellte/r (m/w/d),Wuppertal,https://gks-rechtsanwaelte.de/karriere/rechtsanwaltsfachangestellte-m-w-d/,2026-04-05,2026-04-05,jaeger@gks-rechtsanwaelte.de
Hopfgarten Rechtsanwälte,Ausbildung zur/zum Rechtsanwaltsfachangestellten (m/w/d),Zentrale/Unbekannt,https://www.hopfgarten.de/karriere/,2026-04-05,2026-04-12,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Initiativbewerbung,Zentrale/Unbekannt,https://www.hopfgarten.de/karriere/,2026-04-05,2026-04-12,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Rechtsanwalt (m/w/d),Zentrale/Unbekannt,https://www.hopfgarten.de/karriere/,2026-04-05,2026-04-05,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Referendar (m/w/d),Zentrale/Unbekannt,https://www.hopfgarten.de/karriere/,2026-04-05,2026-04-05,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Büromitarbeiter (m/w/d),Zentrale/Unbekannt,https://www.hopfgarten.de/karriere/,2026-04-05,2026-04-05,bewerbung@hopfgarten.de
VINQO Rechtsanwälte,Rechtsanwalt (m/w/d) für Verbraucherrecht,deutschlandweit,https://vinqo.de/karriere/,2026-04-05,2026-04-05,gf@legaldata.tech
ANWALTSKANZLEI DELORETTE,Rechtsanwaltsfachangestellte(r) m/w/d,Wuppertal,https://delorette.de/jobs/rechtsanwaltsfachangestelte-m-w-d/,2026-04-05,2026-04-19,info@delorette.de
ANWALTSKANZLEI DELORETTE,Rechtsreferendariat (m/w/d),Wuppertal,https://delorette.de/jobs/rechtsreferndariat-m-w-d/,2026-04-05,2026-04-19,info@delorette.de
ANWALTSKANZLEI DELORETTE,Rechtsanwalt(in) m/w/d,Wuppertal,https://delorette.de/jobs/rechtsanwaltin-m-w-d/,2026-04-05,2026-04-19,info@delorette.de
"Kanzlei Scheibeler, Dr. Elke Scheibeler",Pflichtpraktikum im Rahmen des Studiums der Rechtswissenschaften,Wuppertal,https://kanzlei-scheibeler.de/stellenangebote/,2026-04-05,2026-04-05,kanzlei@kanzlei-scheibeler.de
Rechtsanwälte Steinbock & Partner | Würzburg,Verstärkung im Bereich Lohn- und Gehaltsbuchhaltung!,Bundesweit,https://www.steinbock-partner.de/stellenangebote/,2026-04-05,2026-04-12,info@steinbock-partner.de
"Mund Rechtsanwälte | Fachanwälte Erbrecht, Familienrecht, Arbeitsrecht, Strafrecht, Rechtsanwalt Würzburg",Rechtsanwaltsfachangestellte/r (m/w/d),Würzburg,https://mund-rechtsanwaelte.de/karriere/,2026-04-05,2026-04-05,wolf@mund-rechtsanwaelte.de
Dr. Waldhorn & Partner Rechtsanwälte mbB,Rechtsanwaltsfachangestellte/r oder Bürokaufkraft (m/w/d),Würzburg,https://www.kanzlei-waldhorn.info/karriere/,2026-04-05,2026-04-05,bewerbung@kanzlei-waldhorn.info
Cornea Franz Rechtsanwälte Partnerschaft MBB,Rechtsreferendar (m/w/d),Würzburg,https://www.cornea-franz.de/rechtsreferendar-wuerzburg/,2026-04-05,2026-04-19,bewerbung@cornea-franz.de
Anwaltskanzlei Bex,Referendarausbildung bei einem auf das Strafrecht spezialisierten Rechtsanwalt,Aachen,http://www.rechtsanwalt-bex.de/stellenangebote.html,2026-04-12,2026-04-12,bex@rechtsanwalt-bex.de
Anwaltskanzlei Bex,Terminsvertretungen in Aachen - Service für Anwälte,Aachen,http://www.rechtsanwalt-bex.de/terminsvertretungen.html,2026-04-12,2026-04-12,bex@rechtsanwalt-bex.de
Dr. Maubach - NS+P Dr. Neumann Schmeer und Partner mbB,Aushilfe (m/w/d) im Bereich Kanzleiorganisation,Aachen,https://www.neumann-schmeer.de/2026/04/08/aushilfe-m-w-d-im-bereich-kanzleiorganisation/,2026-04-12,2026-04-19,info@neumann-schmeer.de
Dr. Maubach - NS+P Dr. Neumann Schmeer und Partner mbB,Aushilfe (m/w/d) im Bereich Kanzleiorganisation,Jülich,https://www.neumann-schmeer.de/2026/04/08/aushilfe-m-w-d-im-bereich-kanzleiorganisation/,2026-04-12,2026-04-19,info@neumann-schmeer.de
Dr. Maubach - NS+P Dr. Neumann Schmeer und Partner mbB,Aushilfe (m/w/d) im Bereich Kanzleiorganisation,Alsdorf,https://www.neumann-schmeer.de/2026/04/08/aushilfe-m-w-d-im-bereich-kanzleiorganisation/,2026-04-12,2026-04-19,info@neumann-schmeer.de
Dr. Maubach - NS+P Dr. Neumann Schmeer und Partner mbB,Aushilfe (m/w/d) im Bereich Kanzleiorganisation,Dresden,https://www.neumann-schmeer.de/2026/04/08/aushilfe-m-w-d-im-bereich-kanzleiorganisation/,2026-04-12,2026-04-19,info@neumann-schmeer.de
Dr. Maubach - NS+P Dr. Neumann Schmeer und Partner mbB,Aushilfe (m/w/d) im Bereich Kanzleiorganisation,Villingen-Schwenningen,https://www.neumann-schmeer.de/2026/04/08/aushilfe-m-w-d-im-bereich-kanzleiorganisation/,2026-04-12,2026-04-19,info@neumann-schmeer.de
KWS Rechtsanwälte & Steuerberater,Rechtsanwältin / Rechtsanwalt (m/w/d) – Zivilrecht mit Schwerpunkt Bau- und Architektenrecht,Aachen,https://kws-ac.de/stellenangebote/rechtsanwalt-zivilrecht-baurecht,2026-04-12,2026-04-12,
Abedin & Schwiering Partnerschaft von Rechtsanwälten mbB,Qualifizierte und engagierte Verstärkung (Initiativbewerbung),Aachen,https://aspvr.de/karriere/,2026-04-12,2026-04-12,kanzlei@as-pvr.de
KANZLEI SMAJIC,Praktikumsplätze für engagierte Studenten/Innen,Aachen,https://kanzlei-smajic.de/kontakt/,2026-04-12,2026-04-12,info@kanzlei-smajic.de
Schneider Rechtsanwälte,Rechtsanwalt (m/w),Augsburg,mailto:karriere@sae-kanzlei.de,2026-04-12,2026-04-24,karriere@sae-kanzlei.de
Schneider Rechtsanwälte,BÜROKRAFT,Augsburg,https://www.sae-kanzlei.de/wp-content/uploads/2024/04/Stellenbeschreibung_ReFA.pdf,2026-04-12,2026-04-19,karriere@sae-kanzlei.de
"Wunsch, Schönauer, Leinfelder, Bender, Dehne und Kollegen",Fachanwaltsstelle,Augsburg,https://www.wunschanwalt.de/karriere/,2026-04-12,2026-04-19,info@wunschanwalt.de
"Wunsch, Schönauer, Leinfelder, Bender, Dehne und Kollegen",Initiativbewerbung,Augsburg,https://www.wunschanwalt.de/karriere/,2026-04-12,2026-04-19,info@wunschanwalt.de
JuS Lawyers Schloms and partners,"Rechtsanwaltsfachangestellte/n (m/w/d) im Bau, Miete und Immobilien-Team",Augsburg,https://www.jus-kanzlei.de/jus-karriere/,2026-04-12,2026-04-12,bewerbung@jus-kanzlei.de
Rechtsanwaltskanzlei Dr. Aziz Kaba,Initiativbewerbung Referendarinnen und Referendare (Station),Bergisch Gladbach,http://www.dr-kaba.de/#tm-top-d,2026-04-12,2026-04-12,
Tegtmeier und Partner PartG • Rechtsanwälte und Notare,Referendare,Berlin-Mitte,http://www.tegtmeier-berlin.de/karriere/,2026-04-12,2026-04-12,
Tegtmeier und Partner PartG • Rechtsanwälte und Notare,Auszubildende Rechtsanwalts- und Notarfachangestellte,Berlin-Mitte,http://www.tegtmeier-berlin.de/karriere/,2026-04-12,2026-04-12,
vpmk Rechtsanwälte Legal Services PartmbB,Rechtsreferendar:in (m/w/d) für die Anwaltsstation – Schwerpunkt Zivil- und Gesellschaftsrecht mit Schnittstellen zum Migrationsrecht – Teilzeit gesucht,Stuttgart,https://www.vpmk.de/rechtsreferendarin-m-w-d-fuer-die-anwaltsstation-gesucht/,2026-04-12,2026-04-24,
vpmk Rechtsanwälte Legal Services PartmbB,Legal Assistant/Support Lawyer im Bereich Gesellschaftsrecht (m/w/d) – Teilzeit gesucht,Stuttgart,https://www.vpmk.de/legal-assistant-support-lawyer-im-bereich-gesellschaftsrecht-m-w-d-teilzeit-fuer-stuttgart-gesucht/,2026-04-12,2026-04-24,
vpmk Rechtsanwälte Legal Services PartmbB,Legal Assistant/Support Lawyer im Bereich Arbeitsmigrationsrecht (m/w/d) gesucht,Berlin,https://www.vpmk.de/legal-assistant-support-lawyer-im-bereich-arbeitsmigrationsrecht-m-w-d-fuer-stuttgart-gesucht/,2026-04-12,2026-04-24,
vpmk Rechtsanwälte Legal Services PartmbB,Legal Assistant/Support Lawyer im Bereich Arbeitsmigrationsrecht (m/w/d) gesucht,Stuttgart,https://www.vpmk.de/legal-assistant-support-lawyer-im-bereich-arbeitsmigrationsrecht-m-w-d-fuer-stuttgart-gesucht/,2026-04-12,2026-04-24,
Rose & Partner LLP - Lawyers Tax Advisors,ReFa München (m/w/d),München,https://www.rosepartner.de/stellenangebot-rechtsanwalt-refa-referendariat.html,2026-04-12,2026-04-24,bewerbung@rosepartner.de
Rose & Partner LLP - Lawyers Tax Advisors,Team-Assistenz München (m/w/d),München,https://www.rosepartner.de/stellenangebot-rechtsanwalt-refa-referendariat.html,2026-04-12,2026-04-24,bewerbung@rosepartner.de
Rose & Partner LLP - Lawyers Tax Advisors,Fachanwalt Steuerrecht/Steuerberater (m/w/d) Köln,Köln,https://www.rosepartner.de/stellenangebot-rechtsanwalt-refa-referendariat.html,2026-04-12,2026-04-24,bewerbung@rosepartner.de
Rose & Partner LLP - Lawyers Tax Advisors,Fachanwalt Steuerrecht/Steuerberater (m/w/d) München,München,https://www.rosepartner.de/stellenangebot-rechtsanwalt-refa-referendariat.html,2026-04-12,2026-04-24,bewerbung@rosepartner.de
Rose & Partner LLP - Lawyers Tax Advisors,Fachanwalt Steuerrecht/Steuerberater (m/w/d) Berlin,Berlin,https://www.rosepartner.de/stellenangebot-rechtsanwalt-refa-referendariat.html,2026-04-12,2026-04-24,bewerbung@rosepartner.de
Rose & Partner LLP - Lawyers Tax Advisors,Fachanwalt Steuerrecht/Steuerberater (m/w/d) Hamburg,Hamburg,https://www.rosepartner.de/stellenangebot-rechtsanwalt-refa-referendariat.html,2026-04-12,2026-04-24,bewerbung@rosepartner.de
STEINWACHS Rechtsanwaltskanzlei Berlin Mitte Zentrum,Rechtsanwältin/Rechtsanwalt als freie(n) Mitarbeiter/in,Hamburg,https://www.kanzlei-steinwachs.de/karriere/,2026-04-12,2026-04-24,hamburg@kanzlei-steinwachs.de
STEINWACHS Rechtsanwaltskanzlei Berlin Mitte Zentrum,Rechtsanwältin/Rechtsanwalt als freie(n) Mitarbeiter/in,Berlin,https://www.kanzlei-steinwachs.de/karriere/,2026-04-12,2026-04-24,hamburg@kanzlei-steinwachs.de
STEINWACHS Rechtsanwaltskanzlei Berlin Mitte Zentrum,Rechtsanwältin/Rechtsanwalt als freie(n) Mitarbeiter/in,Bremen,https://www.kanzlei-steinwachs.de/karriere/,2026-04-12,2026-04-24,hamburg@kanzlei-steinwachs.de
STEINWACHS Rechtsanwaltskanzlei Berlin Mitte Zentrum,Rechtsanwältin/Rechtsanwalt als freie(n) Mitarbeiter/in,Lübeck,https://www.kanzlei-steinwachs.de/karriere/,2026-04-12,2026-04-24,hamburg@kanzlei-steinwachs.de
STEINWACHS Rechtsanwaltskanzlei Berlin Mitte Zentrum,Rechtsanwältin/Rechtsanwalt als freie(n) Mitarbeiter/in,Hannover,https://www.kanzlei-steinwachs.de/karriere/,2026-04-12,2026-04-24,hamburg@kanzlei-steinwachs.de
CDR Legal - Anwalt Erbrecht Berlin Mitte,Selbstständige Anwälte mit Erfahrung im Erbrecht und Bankrecht,Remote,https://cdr-legal.de/karriere/,2026-04-12,2026-04-19,info@cdr-legal.de
CDR Legal - Anwalt Erbrecht Berlin Mitte,Mitarbeit im Backoffice,Remote,https://cdr-legal.de/karriere/,2026-04-12,2026-04-19,info@cdr-legal.de
JUSTUS Rechtsanwälte,Rechtsanwalt/in,Röbel (Müritz),https://kanzleimitte.de/rechtsanwalt-fachanwalt-fuer-bank-und-kapitalmarktrecht-mw/,2026-04-12,2026-04-12,Steffan@kanzleimitte.de
JUSTUS Rechtsanwälte,Rechtsanwaltsfachangestellte/r (ReNo/ReFa),Berlin,https://kanzleimitte.de/rechtsanwaltsfachangestellter-refareno-gesucht/,2026-04-12,2026-04-12,Steffan@kanzleimitte.de
